11956.643909 3200.000000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,3203,143,1601,143,34,46,45,62,8000.000000,119,6400.000000,119,128,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,45,81,45,86,4800.000000,119,3200.000000,119,4804,143,3201,143,34,46,45,62,4801,143,8002,143,34,46,45,62,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,1602,143,1602.500000,26,34,46,45,81,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,128,8004,143,200,143,34,46,45,121,0.500000,26,80,128,108,106
12389.930115 1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,45,81,6400.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,45,81,45,81,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,128,3200.000000,119,1602,143,1602.500000,26,34,46,45,81,45,81,128,45,86,128,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,8004,143,200,143,34,46,45,121,128,0.500000,26,80,128,108,106
12774.836891 8000.000000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,3200.500000,119,128,45,86,128,4800.000000,119,128,45,86,4801,143,8002,143,34,46,45,62,6400.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,4800.000000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,45,81,8000.000000,119,45,62,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,6401,143,8001,143,34,46,45,62,6401,143,8001,143,34,46,45,62,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,8004,143,200,143,34,46,45,121,128,0.500000,26,80,128,108,106
12897.676727 6400.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,128,8000.000000,119,45,86,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,45,81,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,8000.000000,119,3200.500000,119,1602,143,1602.500000,26,34,46,45,81,128,4800.000000,119,128,45,86,4801,143,8002,143,34,46,45,62,6401,143,8001,143,34,46,45,62,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,128,8004,143,200,143,34,46,45,121,0.500000,26,80,108,106,128
13045.415296 8000.000000,119,6400.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,128,45,81,45,86,128,4800.000000,119,45,86,128,3200.000000,119,128,1602,143,1602.500000,26,34,46,45,81,45,86,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,45,81,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,128,8004,143,200,143,34,46,45,121,0.500000,26,80,128,108,106
13074.605451 4800.000000,119,8000.000000,119,6400.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,45,86,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,45,81,45,62,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,128,8000.000000,119,45,86,3200.500000,119,128,1602,143,1602.500000,26,34,46,45,81,4800.000000,119,128,45,86,4801,143,8002,143,34,46,45,62,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,8004,143,200,143,34,46,45,121,128,0.500000,26,80,108,106
13340.111551 6400.000000,119,128,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,8000.000000,119,45,86,3200.000000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,3203,143,1601,143,34,46,45,62,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,8000.000000,119,4800.000000,119,3200.000000,119,1602,143,1602.500000,26,34,46,45,81,4804,143,3201,143,34,46,45,62,4801,143,8002,143,34,46,45,62,6401,143,8001,143,34,46,45,62,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,128,8004,143,200,143,34,46,45,121,0.500000,26,80,108,106,128
13418.702958 1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,45,81,8000.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,81,8000.000000,119,45,86,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,4800.000000,119,128,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,3200.000000,119,3203,143,1601,143,34,46,45,62,128,45,86,4801,143,8002,143,34,46,45,62,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,8004,143,200,143,34,46,45,121,128,0.500000,26,80,108,106
13436.621611 8000.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,81,45,81,1600.000000,119,128,1602,143,1602.500000,26,34,46,45,121,3200.000000,119,128,45,86,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,4800.000000,119,4801,143,8002,143,34,46,45,62,3200.000000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,3203,143,1601,143,34,46,45,62,4804,143,3201,143,34,46,45,62,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,8004,143,200,143,34,46,45,121,128,0.500000,26,80,108,106
13490.333902 8000.000000,119,4800.000000,119,4801,143,8002,143,34,46,45,62,128,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,81,8000.000000,119,45,86,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,45,81,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,3200.500000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,3203,143,1601,143,34,46,45,62,4804,143,3201,143,34,46,45,62,128,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,128,8004,143,200,143,34,46,45,121,0.500000,26,80,108,106,128
13656.940418 3200.000000,119,128,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,86,8000.000000,119,128,6400.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,45,86,45,81,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,3200.000000,119,1602,143,1602.500000,26,34,46,45,81,4800.500000,119,4804,143,3201,143,34,46,45,62,4801,143,8002,143,34,46,45,62,128,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,8004,143,200,143,34,46,45,121,128,0.500000,26,80,128,108,106
13657.938575 8000.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,81,3200.000000,119,128,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,86,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,128,4800.000000,119,3200.000000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,3203,143,1601,143,34,46,45,62,4804,143,3201,143,34,46,45,62,8000.000000,119,4801,143,8002,143,34,46,45,62,128,45,86,128,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,128,8004,143,200,143,34,46,45,121,0.500000,26,80,108,106,128
13778.053030 4800.000000,119,3200.000000,119,128,1600.000000,119,128,1602,143,1602.500000,26,34,46,45,121,45,86,8000.000000,119,45,62,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,6400.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,6401,143,8001,143,34,46,45,62,8000.000000,119,3200.000000,119,128,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,86,128,4800.000000,119,128,45,86,4801,143,8002,143,34,46,45,62,6401,143,8001,143,34,46,45,62,128,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,128,8004,143,200,143,34,46,45,121,0.500000,26,80,128,108,106
14073.821832 1600.000000,119,1602,143,1602.500000,26,34,46,45,121,3200.000000,119,3203,143,1601,143,34,46,45,62,8000.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,81,128,8000.000000,119,45,86,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,3200.000000,119,3203,143,1601,143,34,46,45,62,4800.000000,119,4804,143,3201,143,34,46,45,62,4801,143,8002,143,34,46,45,62,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,8004,143,200,143,34,46,45,121,128,0.500000,26,80,108,106
14272.096785 6400.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,4800.000000,119,45,81,8000.000000,119,4801,143,8002,143,34,46,45,62,6401,143,8001,143,34,46,45,62,1602,143,1602.500000,26,34,46,45,81,45,81,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,3200.000000,119,128,45,86,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,8004,143,200,143,34,46,45,121,128,0.500000,26,80,108,106
14313.031503 4800.000000,119,8000.000000,119,6400.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,45,86,45,81,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,45,81,45,62,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,128,4800.000000,119,45,81,45,86,128,1600.000000,119,128,1602,143,1602.500000,26,34,46,45,121,45,86,128,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,8004,143,200,143,34,46,45,121,128,0.500000,26,80,128,108,106
14403.189744 8000.000000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,45,81,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,81,45,81,3200.500000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,86,45,81,4801,143,8002,143,34,46,45,62,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,128,8004,143,200,143,34,46,45,121,0.500000,26,80,108,106
14527.774685 8000.000000,119,4800.000000,119,128,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,128,45,86,4801,143,8002,143,34,46,45,62,4800.000000,119,8000.000000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,45,81,45,62,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,81,6401,143,8001,143,34,46,45,62,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,128,8004,143,200,143,34,46,45,121,0.500000,26,80,108,106
14596.606634 3200.000000,119,1602,143,1602.500000,26,34,46,45,81,8000.000000,119,4800.000000,119,4801,143,8002,143,34,46,45,62,128,6400.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,45,81,45,86,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,128,3200.000000,119,45,86,1602,143,1602.500000,26,34,46,45,81,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,8004,143,200,143,34,46,45,121,128,0.500000,26,80,108,106,128
15185.936169 8000.000000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,3200.000000,119,3203,143,1601,143,34,46,45,62,4800.500000,119,4804,143,3201,143,34,46,45,62,4801,143,8002,143,34,46,45,62,4800.000000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,45,81,8000.000000,119,45,62,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,81,6401,143,8001,143,34,46,45,62,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,8004,143,200,143,34,46,45,121,128,0.500000,26,80,128,108,106
15267.695706 8000.000000,119,6400.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,8000.000000,119,45,86,128,45,86,4800.000000,119,3200.000000,119,4804,143,3201,143,34,46,45,62,1602,143,1602.500000,26,34,46,45,81,4801,143,8002,143,34,46,45,62,3200.000000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,3203,143,1601,143,34,46,45,62,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,128,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,8004,143,200,143,34,46,45,121,128,0.500000,26,80,128,108,106
15366.866006 8000.000000,119,128,4800.500000,119,3200.000000,119,1602,143,1602.500000,26,34,46,45,81,4804,143,3201,143,34,46,45,62,128,45,86,6400.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,8000.000000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,45,81,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,6401,143,8001,143,34,46,45,62,6401,143,8001,143,34,46,45,62,128,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,128,8004,143,200,143,34,46,45,121,0.500000,26,80,108,106
15454.892456 6400.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,8000.000000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,45,81,45,62,6401,143,8001,143,34,46,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,128,8000.000000,119,45,86,4800.500000,119,3200.000000,119,1602,143,1602.500000,26,34,46,45,81,4804,143,3201,143,34,46,45,62,4801,143,8002,143,34,46,45,62,128,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,8004,143,200,143,34,46,45,121,128,0.500000,26,80,108,106
15628.277662 8000.000000,119,8000.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,81,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,45,81,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,6401,143,8001,143,34,46,45,62,4800.000000,119,4801,143,8002,143,34,46,45,62,3200.000000,119,1602,143,1602.500000,26,34,46,45,81,4804,143,3201,143,34,46,45,62,128,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,128,8004,143,200,143,34,46,45,121,0.500000,26,80,108,106,128
15708.069843 1600.000000,119,1602,143,1602.500000,26,34,46,45,121,45,81,45,81,8000.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,81,45,81,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,4800.000000,119,4801,143,8002,143,34,46,45,62,3200.000000,119,1602,143,1602.500000,26,34,46,45,81,4804,143,3201,143,34,46,45,62,128,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,128,8004,143,200,143,34,46,45,121,0.500000,26,80,108,106
15789.153580 8000.000000,119,128,4800.000000,119,3200.500000,119,4804,143,3201,143,34,46,45,62,128,45,86,128,6400.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,45,86,1602,143,1602.500000,26,34,46,45,81,4800.000000,119,8000.000000,119,3200.000000,119,1602,143,1602.500000,26,34,46,45,81,45,62,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,6401,143,8001,143,34,46,45,62,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,8004,143,200,143,34,46,45,121,128,0.500000,26,80,108,106,128
16061.943493 3200.500000,119,1602,143,1602.500000,26,34,46,45,81,4800.000000,119,4804,143,3201,143,34,46,45,62,8000.000000,119,4801,143,8002,143,34,46,45,62,6400.000000,119,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,121,8000.000000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,3200.000000,119,128,45,86,45,62,6401,143,8001,143,34,46,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,6401,143,8001,143,34,46,45,62,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,8004,143,200,143,34,46,45,121,128,0.500000,26,80,128,108,106
16136.667004 8000.000000,119,4800.000000,119,4801,143,8002,143,34,46,45,62,6406,143,6406.500000,26,34,46,6405,143,6405.500000,26,79,46,45,81,45,81,3200.000000,119,1602,143,1602.500000,26,34,46,45,81,45,62,4800.000000,119,4801,143,8002,143,34,46,4804,143,3201,143,34,46,45,62,3200.500000,119,1600.000000,119,1602,143,1602.500000,26,34,46,45,121,3203,143,1601,143,34,46,45,62,4804,143,3201,143,34,46,45,62,128,8004,143,88,3,4802,143,27,3,4803,143,27,3,4805,143,27,3,4806,143,27,3,4807,143,27,3,8004,143,27,3,3202,143,27,3,6403,143,27,3,6401,143,27,3,2,54,128,8004,143,200,143,34,46,45,121,0.500000,26,80,128,108,106
